time,price_A,price_B
2024-11-25 12:15:00,97.51,1
2024-11-25 12:16:00,97.57,1
2024-11-25 12:17:00,97.6,1
2024-11-25 12:18:00,97.53,1
2024-11-25 12:19:00,97.28,1
2024-11-25 12:20:00,97.1,1
2024-11-25 12:21:00,97.27,1
2024-11-25 12:22:00,97.46,1
2024-11-25 12:23:00,97.48,1
2024-11-25 12:24:00,97.45,1
2024-11-25 12:25:00,97.44,1
2024-11-25 12:26:00,97.59,1
2024-11-25 12:27:00,97.54,1
2024-11-25 12:28:00,97.67,1
2024-11-25 12:29:00,97.7,1
2024-11-25 12:30:00,97.73,1
2024-11-25 12:31:00,97.57,1
2024-11-25 12:32:00,97.4,1
2024-11-25 12:33:00,97.48,1
2024-11-25 12:34:00,97.57,1
2024-11-25 12:35:00,97.39,1
2024-11-25 12:36:00,97.44,1
2024-11-25 12:37:00,97.36,1
2024-11-25 12:38:00,97.22,1
2024-11-25 12:39:00,97.34,1
2024-11-25 12:40:00,97.19,1
2024-11-25 12:41:00,97.05,1
2024-11-25 12:42:00,97.0,1
2024-11-25 12:43:00,97.07,1
2024-11-25 12:44:00,97.14,1
2024-11-25 12:45:00,97.08,1
2024-11-25 12:46:00,97.19,1
2024-11-25 12:47:00,97.25,1
2024-11-25 12:48:00,97.39,1
2024-11-25 12:49:00,97.52,1
2024-11-25 12:50:00,97.42,1
2024-11-25 12:51:00,97.39,1
2024-11-25 12:52:00,97.43,1
2024-11-25 12:53:00,97.49,1
2024-11-25 12:54:00,97.78,1
2024-11-25 12:55:00,97.67,1
2024-11-25 12:56:00,97.65,1
2024-11-25 12:57:00,97.65,1
2024-11-25 12:58:00,97.65,1
2024-11-25 12:59:00,97.59,1
2024-11-25 13:00:00,97.47,1
2024-11-25 13:01:00,97.52,1
2024-11-25 13:02:00,97.61,1
2024-11-25 13:03:00,97.61,1
2024-11-25 13:04:00,97.87,1
2024-11-25 13:05:00,97.52,1
2024-11-25 13:06:00,97.26,1
2024-11-25 13:07:00,97.16,1
2024-11-25 13:08:00,97.0,1
2024-11-25 13:09:00,96.83,1
2024-11-25 13:10:00,96.57,1
2024-11-25 13:11:00,96.31,1
2024-11-25 13:12:00,96.14,1
2024-11-25 13:13:00,96.37,1
2024-11-25 13:14:00,96.66,1
2024-11-25 13:15:00,96.73,1
2024-11-25 13:16:00,96.41,1
2024-11-25 13:17:00,96.21,1
2024-11-25 13:18:00,96.25,1
2024-11-25 13:19:00,95.98,1
2024-11-25 13:20:00,96.24,1
2024-11-25 13:21:00,96.18,1
2024-11-25 13:22:00,95.67,1
2024-11-25 13:23:00,95.49,1
2024-11-25 13:24:00,95.63,1
2024-11-25 13:25:00,95.83,1
2024-11-25 13:26:00,95.42,1
2024-11-25 13:27:00,95.45,1
2024-11-25 13:28:00,95.8,1
2024-11-25 13:29:00,96.12,1
2024-11-25 13:30:00,96.4,1
2024-11-25 13:31:00,96.24,1
2024-11-25 13:32:00,96.32,1
2024-11-25 13:33:00,95.92,1
2024-11-25 13:34:00,96.11,1
2024-11-25 13:35:00,96.22,1
2024-11-25 13:36:00,95.89,1
2024-11-25 13:37:00,95.98,1
2024-11-25 13:38:00,96.22,1
2024-11-25 13:39:00,96.47,1
2024-11-25 13:40:00,96.44,1
2024-11-25 13:41:00,96.62,1
2024-11-25 13:42:00,96.76,1
2024-11-25 13:43:00,97.0,1
2024-11-25 13:44:00,97.02,1
2024-11-25 13:45:00,96.9,1
2024-11-25 13:46:00,96.64,1
2024-11-25 13:47:00,96.85,1
2024-11-25 13:48:00,96.84,1
2024-11-25 13:49:00,96.94,1
2024-11-25 13:50:00,96.81,1
2024-11-25 13:51:00,96.84,1
2024-11-25 13:52:00,96.98,1
2024-11-25 13:53:00,97.0,1
2024-11-25 13:54:00,96.89,1
2024-11-25 13:55:00,96.73,1
2024-11-25 13:56:00,96.55,1
2024-11-25 13:57:00,96.52,1
2024-11-25 13:58:00,96.37,1
2024-11-25 13:59:00,96.33,1
2024-11-25 14:00:00,96.1,1
2024-11-25 14:01:00,96.33,1
2024-11-25 14:02:00,96.59,1
2024-11-25 14:03:00,96.51,1
2024-11-25 14:04:00,96.4,1
2024-11-25 14:05:00,96.54,1
2024-11-25 14:06:00,96.6,1
2024-11-25 14:07:00,96.66,1
2024-11-25 14:08:00,96.73,1
2024-11-25 14:09:00,96.97,1
2024-11-25 14:10:00,97.02,1
2024-11-25 14:11:00,96.81,1
2024-11-25 14:12:00,97.08,1
2024-11-25 14:13:00,97.16,1
2024-11-25 14:14:00,97.2,1
2024-11-25 14:15:00,97.11,1
2024-11-25 14:16:00,96.72,1
2024-11-25 14:17:00,96.91,1
2024-11-25 14:18:00,96.91,1
2024-11-25 14:19:00,96.92,1
2024-11-25 14:20:00,96.92,1
2024-11-25 14:21:00,96.97,1
2024-11-25 14:22:00,96.68,1
2024-11-25 14:23:00,96.57,1
2024-11-25 14:24:00,96.58,1
2024-11-25 14:25:00,96.46,1
2024-11-25 14:26:00,96.59,1
2024-11-25 14:27:00,96.66,1
2024-11-25 14:28:00,96.42,1
2024-11-25 14:29:00,96.57,1
2024-11-25 14:30:00,96.55,1
2024-11-25 14:31:00,96.33,1
2024-11-25 14:32:00,96.75,1
2024-11-25 14:33:00,96.93,1
2024-11-25 14:34:00,96.8,1
2024-11-25 14:35:00,96.66,1
2024-11-25 14:36:00,96.75,1
2024-11-25 14:37:00,96.88,1
2024-11-25 14:38:00,96.86,1
2024-11-25 14:39:00,97.1,1
2024-11-25 14:40:00,96.9,1
2024-11-25 14:41:00,96.8,1
2024-11-25 14:42:00,96.75,1
2024-11-25 14:43:00,96.22,1
2024-11-25 14:44:00,96.01,1
2024-11-25 14:45:00,96.1,1
2024-11-25 14:46:00,95.81,1
2024-11-25 14:47:00,95.57,1
2024-11-25 14:48:00,95.45,1
2024-11-25 14:49:00,95.15,1
2024-11-25 14:50:00,95.32,1
2024-11-25 14:51:00,95.12,1
2024-11-25 14:52:00,94.75,1
2024-11-25 14:53:00,94.63,1
2024-11-25 14:54:00,94.13,1
2024-11-25 14:55:00,94.84,1
2024-11-25 14:56:00,94.53,1
2024-11-25 14:57:00,94.3,1
2024-11-25 14:58:00,94.47,1
2024-11-25 14:59:00,94.32,1
2024-11-25 15:00:00,93.91,1
2024-11-25 15:01:00,94.42,1
2024-11-25 15:02:00,94.69,1
2024-11-25 15:03:00,94.44,1
2024-11-25 15:04:00,94.42,1
2024-11-25 15:05:00,94.46,1
2024-11-25 15:06:00,94.35,1
2024-11-25 15:07:00,94.24,1
2024-11-25 15:08:00,94.11,1
2024-11-25 15:09:00,94.02,1
2024-11-25 15:10:00,93.56,1
2024-11-25 15:11:00,93.65,1
2024-11-25 15:12:00,93.2,1
2024-11-25 15:13:00,93.0,1
2024-11-25 15:14:00,93.13,1
2024-11-25 15:15:00,93.75,1
2024-11-25 15:16:00,94.17,1
2024-11-25 15:17:00,94.66,1
2024-11-25 15:18:00,94.65,1
2024-11-25 15:19:00,94.97,1
2024-11-25 15:20:00,94.71,1
2024-11-25 15:21:00,94.47,1
2024-11-25 15:22:00,94.3,1
2024-11-25 15:23:00,94.43,1
2024-11-25 15:24:00,94.54,1
2024-11-25 15:25:00,94.83,1
2024-11-25 15:26:00,94.78,1
2024-11-25 15:27:00,94.88,1
2024-11-25 15:28:00,94.92,1
2024-11-25 15:29:00,94.96,1
2024-11-25 15:30:00,95.18,1
2024-11-25 15:31:00,95.66,1
2024-11-25 15:32:00,95.4,1
2024-11-25 15:33:00,95.18,1
2024-11-25 15:34:00,95.17,1
2024-11-25 15:35:00,95.02,1
2024-11-25 15:36:00,95.02,1
2024-11-25 15:37:00,94.94,1
2024-11-25 15:38:00,94.84,1
2024-11-25 15:39:00,94.94,1
2024-11-25 15:40:00,94.86,1
2024-11-25 15:41:00,95.04,1
2024-11-25 15:42:00,95.1,1
2024-11-25 15:43:00,95.39,1
2024-11-25 15:44:00,95.6,1
2024-11-25 15:45:00,95.44,1
2024-11-25 15:46:00,95.15,1
2024-11-25 15:47:00,95.18,1
2024-11-25 15:48:00,95.32,1
2024-11-25 15:49:00,95.49,1
2024-11-25 15:50:00,95.6,1
2024-11-25 15:51:00,95.67,1
2024-11-25 15:52:00,95.67,1
2024-11-25 15:53:00,95.57,1
2024-11-25 15:54:00,95.74,1
2024-11-25 15:55:00,96.04,1
2024-11-25 15:56:00,96.5,1
2024-11-25 15:57:00,96.42,1
2024-11-25 15:58:00,96.11,1
2024-11-25 15:59:00,95.96,1
2024-11-25 16:00:00,95.9,1
2024-11-25 16:01:00,95.79,1
2024-11-25 16:02:00,95.87,1
2024-11-25 16:03:00,96.13,1
2024-11-25 16:04:00,96.42,1
2024-11-25 16:05:00,96.46,1
2024-11-25 16:06:00,95.93,1
2024-11-25 16:07:00,96.22,1
2024-11-25 16:08:00,95.8,1
2024-11-25 16:09:00,95.59,1
2024-11-25 16:10:00,95.52,1
2024-11-25 16:11:00,95.96,1
2024-11-25 16:12:00,95.89,1
2024-11-25 16:13:00,96.07,1
2024-11-25 16:14:00,95.88,1
2024-11-25 16:15:00,96.0,1
2024-11-25 16:16:00,96.05,1
2024-11-25 16:17:00,96.04,1
2024-11-25 16:18:00,96.17,1
2024-11-25 16:19:00,96.3,1
2024-11-25 16:20:00,96.47,1
2024-11-25 16:21:00,96.52,1
2024-11-25 16:22:00,96.67,1
2024-11-25 16:23:00,96.46,1
2024-11-25 16:24:00,96.32,1
2024-11-25 16:25:00,96.18,1
2024-11-25 16:26:00,96.39,1
2024-11-25 16:27:00,96.34,1
2024-11-25 16:28:00,96.38,1
2024-11-25 16:29:00,96.17,1
2024-11-25 16:30:00,96.14,1
2024-11-25 16:31:00,96.33,1
2024-11-25 16:32:00,96.45,1
2024-11-25 16:33:00,96.5,1
2024-11-25 16:34:00,96.32,1
2024-11-25 16:35:00,96.4,1
2024-11-25 16:36:00,96.05,1
2024-11-25 16:37:00,96.1,1
2024-11-25 16:38:00,96.19,1
2024-11-25 16:39:00,95.71,1
2024-11-25 16:40:00,95.66,1
2024-11-25 16:41:00,95.74,1
2024-11-25 16:42:00,95.54,1
2024-11-25 16:43:00,95.17,1
2024-11-25 16:44:00,95.19,1
2024-11-25 16:45:00,95.38,1
2024-11-25 16:46:00,95.44,1
2024-11-25 16:47:00,95.2,1
2024-11-25 16:48:00,94.99,1
2024-11-25 16:49:00,95.13,1
2024-11-25 16:50:00,94.98,1
2024-11-25 16:51:00,95.03,1
2024-11-25 16:52:00,95.42,1
2024-11-25 16:53:00,95.62,1
2024-11-25 16:54:00,95.53,1
2024-11-25 16:55:00,95.41,1
2024-11-25 16:56:00,95.44,1
2024-11-25 16:57:00,95.65,1
2024-11-25 16:58:00,95.8,1
2024-11-25 16:59:00,95.61,1
2024-11-25 17:00:00,95.52,1
2024-11-25 17:01:00,95.5,1
2024-11-25 17:02:00,95.16,1
2024-11-25 17:03:00,95.08,1
2024-11-25 17:04:00,94.85,1
2024-11-25 17:05:00,94.87,1
2024-11-25 17:06:00,94.44,1
2024-11-25 17:07:00,94.52,1
2024-11-25 17:08:00,94.7,1
2024-11-25 17:09:00,94.58,1
2024-11-25 17:10:00,94.4,1
2024-11-25 17:11:00,94.26,1
2024-11-25 17:12:00,94.26,1
2024-11-25 17:13:00,94.09,1
2024-11-25 17:14:00,94.07,1
2024-11-25 17:15:00,93.96,1
2024-11-25 17:16:00,94.06,1
2024-11-25 17:17:00,94.2,1
2024-11-25 17:18:00,94.05,1
2024-11-25 17:19:00,94.47,1
2024-11-25 17:20:00,94.56,1
2024-11-25 17:21:00,94.2,1
2024-11-25 17:22:00,94.15,1
2024-11-25 17:23:00,94.02,1
2024-11-25 17:24:00,93.95,1
2024-11-25 17:25:00,93.84,1
2024-11-25 17:26:00,94.18,1
2024-11-25 17:27:00,94.09,1
2024-11-25 17:28:00,94.14,1
2024-11-25 17:29:00,94.02,1
2024-11-25 17:30:00,94.03,1
2024-11-25 17:31:00,94.36,1
2024-11-25 17:32:00,94.27,1
2024-11-25 17:33:00,94.41,1
2024-11-25 17:34:00,94.62,1
2024-11-25 17:35:00,94.55,1
2024-11-25 17:36:00,94.75,1
2024-11-25 17:37:00,94.08,1
2024-11-25 17:38:00,94.19,1
2024-11-25 17:39:00,94.07,1
2024-11-25 17:40:00,93.99,1
2024-11-25 17:41:00,93.75,1
2024-11-25 17:42:00,93.62,1
2024-11-25 17:43:00,93.76,1
2024-11-25 17:44:00,93.73,1
2024-11-25 17:45:00,93.58,1
2024-11-25 17:46:00,93.73,1
2024-11-25 17:47:00,94.06,1
2024-11-25 17:48:00,94.19,1
2024-11-25 17:49:00,94.25,1
2024-11-25 17:50:00,94.06,1
2024-11-25 17:51:00,94.26,1
2024-11-25 17:52:00,94.35,1
2024-11-25 17:53:00,94.43,1
2024-11-25 17:54:00,94.43,1
2024-11-25 17:55:00,94.46,1
2024-11-25 17:56:00,94.6,1
2024-11-25 17:57:00,94.7,1
2024-11-25 17:58:00,94.77,1
2024-11-25 17:59:00,94.71,1
2024-11-25 18:00:00,94.67,1
2024-11-25 18:01:00,94.79,1
2024-11-25 18:02:00,94.52,1
2024-11-25 18:03:00,94.62,1
2024-11-25 18:04:00,94.86,1
2024-11-25 18:05:00,95.1,1
2024-11-25 18:06:00,94.84,1
2024-11-25 18:07:00,94.92,1
2024-11-25 18:08:00,94.9,1
2024-11-25 18:09:00,95.16,1
2024-11-25 18:10:00,95.27,1
2024-11-25 18:11:00,95.29,1
2024-11-25 18:12:00,95.19,1
2024-11-25 18:13:00,95.3,1
2024-11-25 18:14:00,95.32,1
2024-11-25 18:15:00,95.36,1
2024-11-25 18:16:00,95.39,1
2024-11-25 18:17:00,95.22,1
2024-11-25 18:18:00,95.48,1
2024-11-25 18:19:00,95.56,1
2024-11-25 18:20:00,95.55,1
2024-11-25 18:21:00,95.47,1
2024-11-25 18:22:00,95.25,1
2024-11-25 18:23:00,94.97,1
2024-11-25 18:24:00,95.3,1
2024-11-25 18:25:00,95.34,1
2024-11-25 18:26:00,95.22,1
2024-11-25 18:27:00,95.21,1
2024-11-25 18:28:00,95.16,1
2024-11-25 18:29:00,95.07,1
2024-11-25 18:30:00,95.07,1
2024-11-25 18:31:00,94.97,1
2024-11-25 18:32:00,95.04,1
2024-11-25 18:33:00,95.02,1
2024-11-25 18:34:00,95.07,1
2024-11-25 18:35:00,95.06,1
2024-11-25 18:36:00,95.03,1
2024-11-25 18:37:00,95.05,1
2024-11-25 18:38:00,95.07,1
2024-11-25 18:39:00,95.03,1
2024-11-25 18:40:00,95.15,1
2024-11-25 18:41:00,95.08,1
2024-11-25 18:42:00,95.06,1
2024-11-25 18:43:00,94.72,1
2024-11-25 18:44:00,94.74,1
2024-11-25 18:45:00,94.64,1
2024-11-25 18:46:00,94.61,1
2024-11-25 18:47:00,94.63,1
2024-11-25 18:48:00,94.4,1
2024-11-25 18:49:00,94.26,1
2024-11-25 18:50:00,94.38,1
2024-11-25 18:51:00,94.73,1
2024-11-25 18:52:00,94.8,1
2024-11-25 18:53:00,94.54,1
2024-11-25 18:54:00,94.55,1
2024-11-25 18:55:00,94.53,1
2024-11-25 18:56:00,94.62,1
2024-11-25 18:57:00,94.81,1
2024-11-25 18:58:00,94.75,1
2024-11-25 18:59:00,94.64,1
2024-11-25 19:00:00,94.74,1
2024-11-25 19:01:00,94.53,1
2024-11-25 19:02:00,94.43,1
2024-11-25 19:03:00,94.53,1
2024-11-25 19:04:00,94.49,1
2024-11-25 19:05:00,94.55,1
2024-11-25 19:06:00,94.25,1
2024-11-25 19:07:00,94.43,1
2024-11-25 19:08:00,94.66,1
2024-11-25 19:09:00,94.85,1
2024-11-25 19:10:00,94.62,1
2024-11-25 19:11:00,94.6,1
2024-11-25 19:12:00,94.66,1
2024-11-25 19:13:00,94.64,1
2024-11-25 19:14:00,94.73,1
2024-11-25 19:15:00,94.78,1
2024-11-25 19:16:00,94.74,1
2024-11-25 19:17:00,94.78,1
2024-11-25 19:18:00,94.92,1
2024-11-25 19:19:00,94.79,1
2024-11-25 19:20:00,94.64,1
2024-11-25 19:21:00,94.37,1
2024-11-25 19:22:00,94.05,1
2024-11-25 19:23:00,94.14,1
2024-11-25 19:24:00,94.2,1
2024-11-25 19:25:00,94.43,1
2024-11-25 19:26:00,94.83,1
2024-11-25 19:27:00,94.8,1
2024-11-25 19:28:00,94.77,1
2024-11-25 19:29:00,95.05,1
2024-11-25 19:30:00,95.16,1
2024-11-25 19:31:00,95.31,1
2024-11-25 19:32:00,95.22,1
2024-11-25 19:33:00,95.1,1
2024-11-25 19:34:00,95.23,1
2024-11-25 19:35:00,95.07,1
2024-11-25 19:36:00,94.96,1
2024-11-25 19:37:00,94.8,1
2024-11-25 19:38:00,94.9,1
2024-11-25 19:39:00,94.95,1
2024-11-25 19:40:00,94.95,1
2024-11-25 19:41:00,95.07,1
2024-11-25 19:42:00,95.1,1
2024-11-25 19:43:00,95.24,1
2024-11-25 19:44:00,95.28,1
2024-11-25 19:45:00,95.39,1
2024-11-25 19:46:00,95.53,1
2024-11-25 19:47:00,95.46,1
2024-11-25 19:48:00,95.25,1
2024-11-25 19:49:00,95.08,1
2024-11-25 19:50:00,95.14,1
2024-11-25 19:51:00,95.16,1
2024-11-25 19:52:00,95.37,1
2024-11-25 19:53:00,95.36,1
2024-11-25 19:54:00,95.25,1
2024-11-25 19:55:00,95.25,1
2024-11-25 19:56:00,95.25,1
2024-11-25 19:57:00,95.15,1
2024-11-25 19:58:00,95.18,1
2024-11-25 19:59:00,95.32,1
2024-11-25 20:00:00,95.13,1
2024-11-25 20:01:00,94.92,1
2024-11-25 20:02:00,94.89,1
2024-11-25 20:03:00,94.99,1
2024-11-25 20:04:00,94.52,1
2024-11-25 20:05:00,94.64,1
2024-11-25 20:06:00,94.98,1
2024-11-25 20:07:00,95.05,1
2024-11-25 20:08:00,95.1,1
2024-11-25 20:09:00,95.24,1
2024-11-25 20:10:00,95.47,1
2024-11-25 20:11:00,95.3,1
2024-11-25 20:12:00,95.0,1
2024-11-25 20:13:00,95.11,1
2024-11-25 20:14:00,95.4,1
2024-11-25 20:15:00,95.36,1
2024-11-25 20:16:00,95.46,1
2024-11-25 20:17:00,95.32,1
2024-11-25 20:18:00,95.4,1
2024-11-25 20:19:00,95.44,1
2024-11-25 20:20:00,95.48,1
2024-11-25 20:21:00,95.1,1
2024-11-25 20:22:00,95.1,1
2024-11-25 20:23:00,95.15,1
2024-11-25 20:24:00,95.27,1
2024-11-25 20:25:00,95.41,1
2024-11-25 20:26:00,95.53,1
2024-11-25 20:27:00,95.44,1
2024-11-25 20:28:00,95.36,1
2024-11-25 20:29:00,95.34,1
2024-11-25 20:30:00,95.37,1
2024-11-25 20:31:00,95.52,1
2024-11-25 20:32:00,95.6,1
2024-11-25 20:33:00,95.68,1
2024-11-25 20:34:00,95.87,1
2024-11-25 20:35:00,95.85,1
2024-11-25 20:36:00,95.96,1
2024-11-25 20:37:00,95.76,1
2024-11-25 20:38:00,95.84,1
2024-11-25 20:39:00,95.91,1
2024-11-25 20:40:00,95.81,1
2024-11-25 20:41:00,95.79,1
2024-11-25 20:42:00,95.65,1
2024-11-25 20:43:00,95.57,1
2024-11-25 20:44:00,95.4,1
2024-11-25 20:45:00,94.98,1
2024-11-25 20:46:00,94.93,1
2024-11-25 20:47:00,95.25,1
2024-11-25 20:48:00,95.1,1
2024-11-25 20:49:00,95.15,1
2024-11-25 20:50:00,95.05,1
2024-11-25 20:51:00,95.1,1
2024-11-25 20:52:00,95.11,1
2024-11-25 20:53:00,95.04,1
2024-11-25 20:54:00,95.0,1
2024-11-25 20:55:00,95.03,1
2024-11-25 20:56:00,95.2,1
2024-11-25 20:57:00,95.11,1
2024-11-25 20:58:00,95.17,1
2024-11-25 20:59:00,95.35,1
2024-11-25 21:00:00,95.4,1
2024-11-25 21:01:00,95.3,1
2024-11-25 21:02:00,95.49,1
2024-11-25 21:03:00,95.55,1
2024-11-25 21:04:00,95.25,1
2024-11-25 21:05:00,95.28,1
2024-11-25 21:06:00,95.34,1
2024-11-25 21:07:00,95.2,1
2024-11-25 21:08:00,95.01,1
2024-11-25 21:09:00,94.75,1
2024-11-25 21:10:00,94.82,1
2024-11-25 21:11:00,94.8,1
2024-11-25 21:12:00,94.92,1
2024-11-25 21:13:00,94.97,1
2024-11-25 21:14:00,94.75,1
2024-11-25 21:15:00,94.9,1
2024-11-25 21:16:00,94.92,1
2024-11-25 21:17:00,94.65,1
2024-11-25 21:18:00,94.71,1
2024-11-25 21:19:00,94.81,1
2024-11-25 21:20:00,94.83,1
2024-11-25 21:21:00,94.52,1
2024-11-25 21:22:00,94.43,1
2024-11-25 21:23:00,94.4,1
2024-11-25 21:24:00,94.54,1
2024-11-25 21:25:00,94.35,1
2024-11-25 21:26:00,94.47,1
2024-11-25 21:27:00,94.51,1
2024-11-25 21:28:00,94.49,1
2024-11-25 21:29:00,94.43,1
2024-11-25 21:30:00,94.41,1
2024-11-25 21:31:00,94.19,1
2024-11-25 21:32:00,94.19,1
2024-11-25 21:33:00,94.2,1
2024-11-25 21:34:00,93.95,1
2024-11-25 21:35:00,93.88,1
2024-11-25 21:36:00,93.77,1
2024-11-25 21:37:00,93.69,1
2024-11-25 21:38:00,93.67,1
2024-11-25 21:39:00,93.57,1
2024-11-25 21:40:00,93.32,1
2024-11-25 21:41:00,93.1,1
2024-11-25 21:42:00,93.11,1
2024-11-25 21:43:00,92.96,1
2024-11-25 21:44:00,92.85,1
2024-11-25 21:45:00,92.49,1
2024-11-25 21:46:00,92.39,1
2024-11-25 21:47:00,92.43,1
2024-11-25 21:48:00,92.79,1
2024-11-25 21:49:00,92.87,1
2024-11-25 21:50:00,92.57,1
2024-11-25 21:51:00,92.7,1
2024-11-25 21:52:00,92.83,1
2024-11-25 21:53:00,93.03,1
2024-11-25 21:54:00,93.24,1
2024-11-25 21:55:00,93.16,1
2024-11-25 21:56:00,93.09,1
2024-11-25 21:57:00,92.99,1
2024-11-25 21:58:00,93.1,1
2024-11-25 21:59:00,93.12,1
2024-11-25 22:00:00,93.24,1
2024-11-25 22:01:00,93.27,1
2024-11-25 22:02:00,93.27,1
2024-11-25 22:03:00,93.18,1
2024-11-25 22:04:00,93.18,1
2024-11-25 22:05:00,93.22,1
2024-11-25 22:06:00,93.56,1
2024-11-25 22:07:00,93.64,1
2024-11-25 22:08:00,93.33,1
2024-11-25 22:09:00,93.22,1
2024-11-25 22:10:00,93.4,1
2024-11-25 22:11:00,93.52,1
2024-11-25 22:12:00,93.58,1
2024-11-25 22:13:00,93.65,1
2024-11-25 22:14:00,93.6,1
2024-11-25 22:15:00,93.55,1
2024-11-25 22:16:00,93.14,1
2024-11-25 22:17:00,92.83,1
2024-11-25 22:18:00,92.89,1
2024-11-25 22:19:00,92.77,1
2024-11-25 22:20:00,92.83,1
2024-11-25 22:21:00,92.57,1
2024-11-25 22:22:00,92.53,1
2024-11-25 22:23:00,92.41,1
2024-11-25 22:24:00,92.35,1
2024-11-25 22:25:00,92.37,1
2024-11-25 22:26:00,92.31,1
2024-11-25 22:27:00,92.71,1
2024-11-25 22:28:00,92.32,1
2024-11-25 22:29:00,92.38,1
2024-11-25 22:30:00,92.4,1
2024-11-25 22:31:00,92.16,1
2024-11-25 22:32:00,92.28,1
2024-11-25 22:33:00,92.16,1
2024-11-25 22:34:00,92.11,1
2024-11-25 22:35:00,91.97,1
2024-11-25 22:36:00,91.9,1
2024-11-25 22:37:00,91.62,1
2024-11-25 22:38:00,91.48,1
2024-11-25 22:39:00,91.15,1
2024-11-25 22:40:00,91.16,1
2024-11-25 22:41:00,91.57,1
2024-11-25 22:42:00,91.9,1
2024-11-25 22:43:00,92.18,1
2024-11-25 22:44:00,92.28,1
2024-11-25 22:45:00,92.24,1
2024-11-25 22:46:00,92.39,1
2024-11-25 22:47:00,92.68,1
2024-11-25 22:48:00,92.85,1
2024-11-25 22:49:00,93.16,1
2024-11-25 22:50:00,93.22,1
2024-11-25 22:51:00,93.02,1
2024-11-25 22:52:00,93.0,1
2024-11-25 22:53:00,92.98,1
2024-11-25 22:54:00,92.9,1
2024-11-25 22:55:00,93.16,1
2024-11-25 22:56:00,93.29,1
2024-11-25 22:57:00,93.41,1
2024-11-25 22:58:00,93.25,1
2024-11-25 22:59:00,93.34,1
2024-11-25 23:00:00,93.18,1
2024-11-25 23:01:00,93.07,1
2024-11-25 23:02:00,93.39,1
2024-11-25 23:03:00,92.85,1
2024-11-25 23:04:00,92.7,1
2024-11-25 23:05:00,92.67,1
2024-11-25 23:06:00,93.1,1
2024-11-25 23:07:00,92.9,1
2024-11-25 23:08:00,93.05,1
2024-11-25 23:09:00,93.09,1
2024-11-25 23:10:00,93.04,1
2024-11-25 23:11:00,93.37,1
2024-11-25 23:12:00,93.17,1
2024-11-25 23:13:00,93.21,1
2024-11-25 23:14:00,93.12,1
2024-11-25 23:15:00,93.38,1
2024-11-25 23:16:00,93.29,1
2024-11-25 23:17:00,93.06,1
2024-11-25 23:18:00,93.11,1
2024-11-25 23:19:00,93.17,1
2024-11-25 23:20:00,93.09,1
2024-11-25 23:21:00,93.21,1
2024-11-25 23:22:00,93.23,1
2024-11-25 23:23:00,92.94,1
2024-11-25 23:24:00,92.81,1
2024-11-25 23:25:00,93.0,1
2024-11-25 23:26:00,93.3,1
2024-11-25 23:27:00,93.16,1
2024-11-25 23:28:00,93.18,1
2024-11-25 23:29:00,92.93,1
2024-11-25 23:30:00,92.98,1
2024-11-25 23:31:00,93.03,1
2024-11-25 23:32:00,92.75,1
2024-11-25 23:33:00,92.8,1
2024-11-25 23:34:00,92.84,1
2024-11-25 23:35:00,92.9,1
2024-11-25 23:36:00,93.15,1
2024-11-25 23:37:00,93.05,1
2024-11-25 23:38:00,92.95,1
2024-11-25 23:39:00,93.08,1
2024-11-25 23:40:00,92.84,1
2024-11-25 23:41:00,92.66,1
2024-11-25 23:42:00,92.61,1
2024-11-25 23:43:00,92.47,1
2024-11-25 23:44:00,92.57,1
2024-11-25 23:45:00,92.76,1
2024-11-25 23:46:00,92.6,1
2024-11-25 23:47:00,92.61,1
2024-11-25 23:48:00,92.34,1
2024-11-25 23:49:00,92.19,1
2024-11-25 23:50:00,92.17,1
2024-11-25 23:51:00,92.25,1
2024-11-25 23:52:00,92.0,1
2024-11-25 23:53:00,92.14,1
2024-11-25 23:54:00,92.29,1
2024-11-25 23:55:00,92.32,1
2024-11-25 23:56:00,92.18,1
2024-11-25 23:57:00,92.45,1
2024-11-25 23:58:00,92.31,1
2024-11-25 23:59:00,92.3,1
2024-11-26 00:00:00,92.23,1
2024-11-26 00:01:00,92.16,1
2024-11-26 00:02:00,91.93,1
2024-11-26 00:03:00,91.73,1
2024-11-26 00:04:00,91.92,1
2024-11-26 00:05:00,92.21,1
2024-11-26 00:06:00,92.0,1
2024-11-26 00:07:00,92.32,1
2024-11-26 00:08:00,92.72,1
2024-11-26 00:09:00,92.8,1
2024-11-26 00:10:00,92.79,1
2024-11-26 00:11:00,93.0,1
2024-11-26 00:12:00,92.86,1
2024-11-26 00:13:00,93.05,1
2024-11-26 00:14:00,93.1,1
2024-11-26 00:15:00,92.89,1
2024-11-26 00:16:00,92.99,1
2024-11-26 00:17:00,92.91,1
2024-11-26 00:18:00,93.15,1
2024-11-26 00:19:00,93.29,1
2024-11-26 00:20:00,93.24,1
2024-11-26 00:21:00,92.95,1
2024-11-26 00:22:00,93.07,1
2024-11-26 00:23:00,93.41,1
2024-11-26 00:24:00,93.46,1
2024-11-26 00:25:00,93.37,1
2024-11-26 00:26:00,93.46,1
2024-11-26 00:27:00,93.5,1
2024-11-26 00:28:00,94.28,1
2024-11-26 00:29:00,94.14,1
2024-11-26 00:30:00,94.03,1
